Question,Question Type,QID,title_old,Answer,TITLE
What are the adverse effects of LOT?,What,499,Opioid Epidemic,"increased mortality, OUD, overdose, sexual dysfunction, fractures, myocardial infarction, constipation, and sleep-disordered breathing",Background
How many opioid prescriptions were written in 2012?,How,500,Opioid Epidemic,259 million,Background
What was the leading cause of injury-related death in the U.S. in 2009?,What,502,Opioid Epidemic,drug overdose,Background
What was the statistics of the events related to OUD or prescription drug overdose in 2014?,What,503,Opioid Epidemic,"1.9 million Americans were affected by an OUD related to non-medical  use of prescription pain relievers, and in the same year, 18,893 individuals died as a result of a  prescription drug overdose",Background
How many Americans were affected by an OUD related to non-medical  use of prescription pain relievers in 2014?,How,504,Opioid Epidemic,1.9 million,Background
How many Americans died as a result of a  prescription drug overdose in 2014?,How,505,Opioid Epidemic,"18,893",Background
What kind of increase has there been in the absolute number of deaths associated with the use of opioids since 2000?,What,506,Opioid Epidemic,a four-fold increase,Background
What kind of increase has there been in the absolute number of deaths associated with the use of opioids between 2013 and 2014 alone?,What,507,Opioid Epidemic,14% increase,Background
What was the outcome of the survey of patients prescribed opioids for chronic non-cancer pain and their family members?,What,511,Opioid Epidemic,"34% of patients reported that they thought they were “addicted” or “dependent” on opioid pain medication, 34% said that they used the medication for “fun” or to “get high,” while 22% used the medication to relieve day-to-day stress",Background
What is CNCP?,What,512,Opioid Epidemic,chronic non-cancer pain,Background
How much did the rate of heroin overdose deaths increase between 2000 and 2013?,How,514,Opioid Epidemic,nearly four-fold,Background
What percentage of people entering SUD treatment for heroin use started using heroin as their first opioid in the 1960s?,What,515,Opioid Epidemic,80%,Background
What percentage of people entering SUD treatment for heroin use started using prescription opioids as their first opioid in the 2000s?,What,516,Opioid Epidemic,75%,Background
What was the first opioid used by most of the people entering SUD treatment for heroin use in the 1960s?,What,517,Opioid Epidemic,heroin,Background
What was the first opioid used by most of the people entering SUD treatment for heroin use in the 2000s?,What,518,Opioid Epidemic,prescription opioids,Background
What called attention to the need for a paradigm shift in pain and its treatment protocols?,What,519,Opioid Epidemic,"increase in the use of opioids, as well as associated morbidity, mortality, and other adverse outcomes",Background
Where can further information on SUD treatment be found?,Where,520,Opioid Epidemic,the VA/DoD Clinical Practice Guideline for the Management of Substance Use Disorders (VA/DoD SUD CPG),Background
What is VA/DoD SUD CPG?,What,521,Opioid Epidemic,VA/DoD Clinical Practice Guideline for the Management of Substance Use Disorders,Background
What is the trend in pain management and care in the U.S.?,What,523,Paradigm Shift in Pain and Its Treatment,The U.S. is in the midst of a cultural transformation in the way pain is viewed and treated,Background
What happens in the biomedical model of pain care?,What,524,Paradigm Shift in Pain and Its Treatment,"the pain experience is reduced to a pain generator and pain treatment is aimed at fixing or numbing pain with medications, interventions, or surgery",Background
What is the aim of the pain treatment in the biomedical model of pain care?,What,525,Paradigm Shift in Pain and Its Treatment,"fixing or numbing pain with medications, interventions, or surgery",Background
Which was the dominating period of the biomedical model of pain care?,Which,526,Paradigm Shift in Pain and Its Treatment,the 1990s and the first decade of the 2000s,Background
"Why did the National Academy of Medicine issue a call for the transformation of pain care to a biopsychosocial, multimodal, interdisciplinary model?",Why,527,Paradigm Shift in Pain and Its Treatment,"As the cost, potential harm, and limited effectiveness of the approach in the biomedical model of pain care to chronic pain was becoming apparent",Background
Which model was adopted after the biomedical model of pain care?,Which,528,Paradigm Shift in Pain and Its Treatment,"a biopsychosocial, multimodal, interdisciplinary model",Background
What happened concurrently with the transformation in pain care?,What,529,Paradigm Shift in Pain and Its Treatment,A paradigm shift in the use of OT for chronic non-terminal pain,Background
How was OT used prior to 1980s?,How,530,Paradigm Shift in Pain and Its Treatment,"rarely used outside of severe acute injury or post-surgical pain, primarily due to concern for tolerance, physical dependence, and addiction",Background
Name the concerning factors regarding the use of OT prior to 1980s.,What,531,Paradigm Shift in Pain and Its Treatment,"tolerance, physical dependence, and addiction",Background
How did OT increasingly become a mainstay for cancer and end-of-life pain?,How,532,Paradigm Shift in Pain and Its Treatment,As the hospice and palliative care  movement began defining end-of-life care in the U.S. during the 1980s and emphasizing the importance of  pain relief,Background
Which efforts led to an unprecedented increase in opioid prescribing for chronic non-terminal pain?,Which,533,Paradigm Shift in Pain and Its Treatment,Efforts to destigmatize the use of prescription opioids for chronic non-terminal pain,Background
Which became synonymous with LOT in the 1990s and the first decade of the 2000s?,Which,534,Paradigm Shift in Pain and Its Treatment,Chronic pain management,Background
When did chronic pain management became synonymous with LOT?,When,535,Paradigm Shift in Pain and Its Treatment,in the 1990s and the first decade of the 2000s,Background
